0,1,2,3
Hillary Clinton,,"“will NEVER be able to solve the problems of poverty, education and safety”",https://twitter.com/realDonaldTrump/status/769170204941164544
Hillary Clinton,,“CORRUPTION”,https://twitter.com/realDonaldTrump/status/769002724218118144
Hillary Clinton,,“SABOTAGE OF THE INNER CITIES”,https://twitter.com/realDonaldTrump/status/769002724218118144
Hillary Clinton,,“only knows how to make a speech when it is a hit on me”,https://twitter.com/realDonaldTrump/status/769001435484688384
Hillary Clinton,,“No policy”,https://twitter.com/realDonaldTrump/status/769001435484688384
Hillary Clinton,,“using the oldest play in the Dem playbook”,https://twitter.com/realDonaldTrump/status/768922208987127808
Hillary Clinton,,“using race-baiting”,https://twitter.com/realDonaldTrump/status/768912241349517312
Hillary Clinton,,“all talk and NO ACTION!”,https://twitter.com/realDonaldTrump/status/768912241349517312
Hillary Clinton,,“pandering to the worst instincts in our society”,https://twitter.com/realDonaldTrump/status/768904362211086336
Hillary Clinton,,“She should be ashamed of herself!”,https://twitter.com/realDonaldTrump/status/768904362211086336
Hillary Clinton,,“crooked”,https://twitter.com/realDonaldTrump/status/768903697166368769
Hillary Clinton,,“lies”,https://twitter.com/realDonaldTrump/status/768903697166368769
Hillary Clinton,,“fear-mongering!”,https://twitter.com/realDonaldTrump/status/768903697166368769
Hillary Clinton,,“LIE!”,https://twitter.com/realDonaldTrump/status/768097204376510464
Hillary Clinton,,“Crooked”,http://twitter.com/realDonaldTrump/status/767520065608613888
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/766378021355921408
Hillary Clinton,,“Crooked”,http://twitter.com/realDonaldTrump/status/764867963845484545
Hillary Clinton,,“Crooked”,http://twitter.com/realDonaldTrump/status/764866887511572480
Hillary Clinton,,“not a talented person or politician”,http://twitter.com/realDonaldTrump/status/764866887511572480
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/764552764177481728
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/764055793951834114
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/762104411707568128
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/762016426102296576
Hillary Clinton,,“not fit to be our next president!”,https://twitter.com/realDonaldTrump/status/762016426102296576
Hillary Clinton,,“Anybody whose mind 'SHORT CIRCUITS' is not fit to be our president! Look up the word 'BRAINWASHED.”,https://twitter.com/realDonaldTrump/status/761936929902452740
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/761931010548305920
Hillary Clinton,,“Very dangerous!”,https://twitter.com/realDonaldTrump/status/761931010548305920
Hillary Clinton,,“bad judgment”,https://twitter.com/realDonaldTrump/status/761549461893984256
Hillary Clinton,,“unfit to serve as President”,https://twitter.com/realDonaldTrump/status/761549461893984256
Hillary Clinton,,“incompetent”,https://twitter.com/realDonaldTrump/status/760783130978648064
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/760765818917515264
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/760538951581130754
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/760420894271471620
Hillary Clinton,,“A PATHOLOGICAL LIAR!”,https://twitter.com/realDonaldTrump/status/760420894271471620
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/760229355784138752
Hillary Clinton,,“100% owned by her donors”,https://twitter.com/realDonaldTrump/status/760229355784138752
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/760125021280960512
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/759843323909668865
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/759524001613918208
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/759509936002957314
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/759507812963737600
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/759506712516784128
Hillary Clinton,,“has very small and unenthusiastic crowds in Pennsylvania”,https://twitter.com/realDonaldTrump/status/759506712516784128
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/759477522232901632
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/759457253925785604
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/759450265208651776
Hillary Clinton,,“a formula for disaster!”,https://twitter.com/realDonaldTrump/status/759450265208651776
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/759372422692954112
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/759192213234393088
Hillary Clinton,,“a lose cannon”,https://twitter.com/realDonaldTrump/status/759191265988653056
Hillary Clinton,,“extraordinarily bad judgement & insticts”,https://twitter.com/realDonaldTrump/status/759191265988653056
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/759084522705068032
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/759082026687352834
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/759071976182861824
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/759070106546638849
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/759029315006705664
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/759021886055387136
Hillary Clinton,,“very long and very boring speech”,https://twitter.com/realDonaldTrump/status/759021886055387136
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/759008377577967616
Hillary Clinton,,“very average scream!”,https://twitter.com/realDonaldTrump/status/759008377577967616
Hillary Clinton,,“no one has worse judgement”,https://twitter.com/realDonaldTrump/status/758874457142284288
Hillary Clinton,,“corruption and devastation follows her”,https://twitter.com/realDonaldTrump/status/758874457142284288
Hillary Clinton,,“owned by Wall Street!”,https://twitter.com/realDonaldTrump/status/758872873234681860
Hillary Clinton,,“unfit to lead the country”,https://twitter.com/realDonaldTrump/status/758871653547806724
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/758802697763958784
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/758242674646323200
Hillary Clinton,,“wants to flood our country with Syrian immigrants that we know little or nothing about”,https://twitter.com/realDonaldTrump/status/758242674646323200
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/758233935230959617
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/758135085820416000
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/758020997383684096
Hillary Clinton,,“incompetent”,https://twitter.com/realDonaldTrump/status/758020997383684096
Hillary Clinton,,“a liar!”,https://twitter.com/realDonaldTrump/status/758020997383684096
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/757777369272815617
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/757775689525309440
Hillary Clinton,,“betrayed Bernie voters”,https://twitter.com/realDonaldTrump/status/757690132111777792
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/757577508346888192
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/757576490213146624
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/757571837463240704
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/757565892146454532
Hillary Clinton,,“judgement so bad”,https://twitter.com/realDonaldTrump/status/757546442240167936
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/757364534873128960
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/757343025983057922
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/757336511436075008
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/757335224397225984
Hillary Clinton,,“not at all loyal”,https://twitter.com/realDonaldTrump/status/757335224397225984
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/757172536882913280
Hillary Clinton,,“BAD JUDGEMENT”,https://twitter.com/realDonaldTrump/status/757172536882913280
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/756952917152784384
Hillary Clinton,,“killed jobs!”,https://twitter.com/realDonaldTrump/status/756883131685273605
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/756864330054893568
Hillary Clinton,,“destroyed jobs and manufacturing”,https://twitter.com/realDonaldTrump/status/756864330054893568
Hillary Clinton,,“Against steelworkers and miners”,https://twitter.com/realDonaldTrump/status/756864330054893568
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/756801575193042944
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/754662980164386816
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/754650547932758016
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/754648419151511552
Hillary Clinton,,“look at all of the bad decisions she has made”,https://twitter.com/realDonaldTrump/status/754648419151511552
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/754645662357159936
Hillary Clinton,,“led Obama into bad decisions!”,https://twitter.com/realDonaldTrump/status/754645662357159936
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/754305404302139392
Hillary Clinton,,"“bought and paid for by Wall Street, lobbyists and special interests”",https://twitter.com/realDonaldTrump/status/754305404302139392
Hillary Clinton,,“will sell our country down the tubes!”,https://twitter.com/realDonaldTrump/status/754305404302139392
Hillary Clinton,,“has made so many mistakes”,https://twitter.com/realDonaldTrump/status/754304371186405376
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/754304371186405376
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/754303051389861888
Hillary Clinton,,“embarrassed herself and the country with her e-mail lies”,https://twitter.com/realDonaldTrump/status/754303051389861888
Hillary Clinton,,“a DISASTER on foreign policy”,https://twitter.com/realDonaldTrump/status/754303051389861888
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/754301737431928832
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/753353898472017920
Hillary Clinton,,“negative ads are not true”,https://twitter.com/realDonaldTrump/status/753353898472017920
Hillary Clinton,,“email lies”,https://twitter.com/realDonaldTrump/status/753353898472017920
Hillary Clinton,,“fraudulent”,https://twitter.com/realDonaldTrump/status/753353898472017920
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/753353259411054592
Hillary Clinton,,“Having ZERO impact”,https://twitter.com/realDonaldTrump/status/753353259411054592
Hillary Clinton,,“Sad!!”,https://twitter.com/realDonaldTrump/status/753353259411054592
Hillary Clinton,,“Lyin'”,https://twitter.com/realDonaldTrump/status/753351063407767554
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/753351063407767554
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/753338900647665664
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/753209883202351104
Hillary Clinton,,“not qualified”,https://twitter.com/realDonaldTrump/status/753209883202351104
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/752973319675273218
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/752911332756840448
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/752910855939952640
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/752906803810279424
Hillary Clinton,,“not qualified!”,https://twitter.com/realDonaldTrump/status/752906803810279424
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/752859250628648962
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/752110630031749120
Hillary Clinton,,“WEAK leadership”,https://twitter.com/realDonaldTrump/status/752110630031749120
Hillary Clinton,,“lies”,https://twitter.com/realDonaldTrump/status/751529041988116485
